"NOME_STRUT","DS_ATS","DS_ASST","COMUNE","PROV","LAT","LONG_","ID_struttura","original","ID_erogatore","check","n","ID_group"
"POLICLINICO DI MONZA DI VIA NIEVO","ATS DELLA BRIANZA","ASST DI MONZA","MONZA","MB",45.58409,9.27096,4579,"POLICLINICO DI MONZA DI VIA NIEVO",97,TRUE,1,1
"PRESIDIO OSPEDALIERO DI CASTIGLIONE D/STIVIERE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI CASTIGLIONE D/S)","ATS DELLA VAL PADANA","ASST DI MANTOVA","CASTIGLIONE DELLE STIVIERE","MN",45.3890381,10.4926631,3400,"POLIAMBULATORIO DI CASTIGLIONE D/S",99,TRUE,1,1
"PRESIDIO DEL VERBANO (OSP LUINI CONFALONIERI) LUINO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP.CITTIGLIO)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","CITTIGLIO","VA",45.89456,8.66754,2907,"POLIAMBULATORIO OSP.CITTIGLIO",100,TRUE,1,1
"PRESIDIO FATEBENEFRATELLI E OFTALMICO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSPEDALE F.B.F. E OFTALMICO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4793923,9.1920848,3630,"OSPEDALE F.B.F. E OFTALMICO",101,TRUE,1,1
"ISTITUTO CLINICO CITTÀ BRESCIA (STAB DEL PRESIDIO IC S. ANNA)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (IST. CLINICO CITTA' DI BRESCIA)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.5537044,10.2275672,3324,"IST. CLINICO CITTA' DI BRESCIA",103,TRUE,1,1
"CLINICA POLISPECIALISTICA SAN CARLO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CLINICA POLISPECIALISTICA SAN CARLO SRL AMBULATORIO PADERNO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST RHODENSE","PADERNO DUGNANO","MI",45.57203,9.1557,3112,"CLINICA POLISPECIALISTICA SAN CARLO SRL AMBULATORIO PADERNO",104,TRUE,1,1
"OSPEDALE MORIGGIA PELASCINI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE MORIGGIA PELASCINI)","ATS DELLA MONTAGNA","ASST DELLA VALTELLINA E DELL'ALTO LARIO","GRAVEDONA ED UNITI","CO",46.14265,9.29981,3206,"POLIAMBULATORIO OSPEDALE MORIGGIA PELASCINI",106,TRUE,1,1
"PO ASOLA E BOZZOLO (STAB BOZZOLO)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO - BOZZOLO)","ATS DELLA VAL PADANA","ASST DI CREMONA","BOZZOLO","MN",45.1015673,10.4786714,3220,"POLIAMBULATORIO - BOZZOLO",107,TRUE,1,1
"PO DI ORZINUOVI (STAB DEL PO DI CHIARI)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI ORZINUOVI)","ATS DI BRESCIA","ASST DELLA FRANCIACORTA","ORZINUOVI","BS",45.4027858,9.9267011,2764,"POLIAMBULATORIO DI ORZINUOVI",108,TRUE,1,1
"CASA DI CURA PRIVATA VILLA GEMMA SPA (UNICO PRESIDIO CON STAB  VB)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CASA DI CURA VILLA GEMMA)","ATS DI BRESCIA","ASST DEL GARDA","GARDONE RIVIERA","BS",45.6187241,10.5625992,3332,"CASA DI CURA VILLA GEMMA",109,TRUE,1,1
"CENTRO RADIOLOGICO POLISPECIALISTICO DEI LAGHI","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","COMABBIO","VA",45.764406,8.6772799,797,"CENTRO RADIOLOGICO POLISPECIALISTICO DEI LAGHI",111,TRUE,1,1
"CASA DI CURA VILLA SAN GIUSEPPE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO CASA DI CURA VILLA S.GIUSEPPE)","ATS DELL'INSUBRIA","ASST LARIANA","ANZANO DEL PARCO","CO",45.7630101,9.2011667,3064,"POLIAMBULATORIO CASA DI CURA VILLA S.GIUSEPPE",112,TRUE,1,1
"ISTITUTO FIGLIE DI SAN CAMILLO CASA DI CURA DI CREMONA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CASA DI CURA FIGLIE S.CAMILLO)","ATS DELLA VAL PADANA","ASST DI CREMONA","CREMONA","CR",45.14616,10.01295,3402,"CASA DI CURA FIGLIE S.CAMILLO",115,TRUE,1,1
"ISTITUTO CLINICO BEATO MATTEO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (IST. CLIN. DI PAVIA E VIGEVANO SPA- IST. CL. BEATO MATTEO-POLIAM.)","ATS DI PAVIA","ASST DI PAVIA","VIGEVANO","PV",45.30701,8.86925,3415,"IST. CLIN. DI PAVIA E VIGEVANO SPA- IST. CL. BEATO MATTEO-POLIAM.",116,TRUE,1,1
"OSPEDALE CIVILE DESTRA SECCHIA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBUL. OSP. BORGO MANTOVANO)","ATS DELLA VAL PADANA","ASST DI MANTOVA","BORGO MANTOVANO","MN",45.03374,11.11883,3002,"POLIAMBUL. OSP. BORGO MANTOVANO",119,TRUE,1,1
"CASA DI CURA VILLA ESPERIA S.P.A.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO CASA DI CURA VILLA ESPERIA S.P.A)","ATS DI PAVIA","ASST DI PAVIA","GODIASCO SALICE TERME","PV",44.90603,9.03459,3413,"POLIAMBULATORIO CASA DI CURA VILLA ESPERIA S.P.A",120,TRUE,1,1
"PRESIDIO DI VARESE (OSP FILIPPO DEL PONTE)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE F.DEL PONTE-VARESE)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","VARESE","VA",45.81525,8.83427,2902,"POLIAMBULATORIO OSPEDALE F.DEL PONTE-VARESE",121,TRUE,1,1
"SPEDALI CIVILI DI BRESCIA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (PRES.POLIAMB.SPEDALI CIVILI BS)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.5555629,10.2323381,2545,"PRES.POLIAMB.SPEDALI CIVILI BS",123,TRUE,1,1
"IRCCS OSPEDALE SAN RAFFAELE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (ISTITUTO RICOVERO S.RAFFAELE)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.5060616,9.267863,2968,"ISTITUTO RICOVERO S.RAFFAELE",124,TRUE,1,1
"PRESIDIO SANT'ANNA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO SAN FERMO NUOVO OSPEDALE SANT'ANNA)","ATS DELL'INSUBRIA","ASST LARIANA","SAN FERMO DELLA BATTAGLIA","CO",45.80099,9.04381,3052,"POLIAMBULATORIO SAN FERMO NUOVO OSPEDALE SANT'ANNA",125,TRUE,1,1
"OSPEDALE  UMBERTO I°  BELLANO-POLIAMBULATORIO-3-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP.DI BELLANO)","ATS DELLA BRIANZA","ASST DI LECCO","BELLANO","LC",46.04513,9.30456,3345,"POLIAMBULATORIO OSP.DI BELLANO",126,TRUE,1,1
"I.N.R.C.A. - PRESIDIO DI CASATENOVO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO I.N.R.C.A.)","ATS DELLA BRIANZA","ASST DI LECCO","CASATENOVO","LC",45.699135,9.2984597,2842,"POLIAMBULATORIO I.N.R.C.A.",128,TRUE,1,1
"ISTITUTO CLINICO CITTÀ STUDI SPA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (ISTITUTO CLINICO CITTA' STUDI SPA)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4848022,9.2247673,2961,"ISTITUTO CLINICO CITTA' STUDI SPA",130,TRUE,1,1
"POLIAMBULATORIO CARDINAL SCHUSTER","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA","MILANO","MI",45.4961058,9.1698682,727,"POLIAMBULATORIO CARDINAL SCHUSTER",133,TRUE,1,1
"OSPEDALE - ANGERA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE CARLO ONDOLI - ANGERA)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","ANGERA","VA",45.7753572,8.5780536,2984,"POLIAMBULATORIO OSPEDALE CARLO ONDOLI - ANGERA",135,TRUE,1,1
"CENTRO MEDICO DI TRADATE-RIABILITAZIONE SPECIALISTICA-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORI IRCCS TRADATE)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","TRADATE","VA",45.7197937,8.9110344,3115,"POLIAMBULATORI IRCCS TRADATE",137,TRUE,1,1
"ISTITUTO CLINICO HUMANITAS-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (IST. CLINICO HUMANITAS)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","ROZZANO","MI",45.37205786,9.16748121,3031,"IST. CLINICO HUMANITAS",141,TRUE,1,1
"PRESIDIO OSPEDALIERO OGLIO PO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POL.OSP.OGLIO PO)","ATS DELLA VAL PADANA","ASST DI CREMONA","CASALMAGGIORE","CR",44.97422,10.45989,2781,"POL.OSP.OGLIO PO",143,TRUE,1,1
"P.O. ""CITTA' DI S.GIOVANNI""-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE SESTO SAN GIOVANNI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST NORD MILANO","SESTO SAN GIOVANNI","MI",45.5366745,9.2252921,2675,"POLIAMBULATORIO OSPEDALE SESTO SAN GIOVANNI",144,TRUE,1,1
"CASA DI CURA PRIVATA DEL POLICLINICO S.P.A.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CASA DI CURA DEL POLICLINICO - AMBULATORIO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST SANTI PAOLO E CARLO","MILANO","MI",45.4595,9.16183,3107,"CASA DI CURA DEL POLICLINICO - AMBULATORIO",146,TRUE,1,1
"ISTITUTO AUXOLOGICO ITALIANO - IRCCS SAN MICHELE (STAB)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CENTRO AUXOLOGICO IT.S.MICHELE)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST SANTI PAOLO E CARLO","MILANO","MI",45.4692652,9.1656562,2955,"CENTRO AUXOLOGICO IT.S.MICHELE",147,TRUE,1,1
"UNICO PRESIDIO CANTÙ - MARIANO (STAB DI CANTÙ)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. OSPEDALE CANTU')","ATS DELL'INSUBRIA","ASST LARIANA","CANTU'","CO",45.73554,9.14464,3062,"POLIAMB. OSPEDALE CANTU'",148,TRUE,1,1
"POLIAMBULATORIO VIA DON ORIONE","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.5013169,9.2375408,1038,"POLIAMBULATORIO VIA DON ORIONE",150,TRUE,1,1
"PRESIDIO OSPEDALE DEI BAMBINI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO PEDIATRICO VIA DEL MEDOLO -RONCHETTINO- OSPEDALE DEI BAMBINI)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.54707,10.23013,2616,"POLIAMBULATORIO PEDIATRICO VIA DEL MEDOLO -RONCHETTINO- OSPEDALE DEI BAMBINI",152,TRUE,1,1
"ISTITUTO CLINICO QUARENGHI S.R.L.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (ISTITUTO CLINICO QUARENGHI SRL)","ATS DI BERGAMO","ASST PAPA GIOVANNI XXIII","SAN PELLEGRINO TERME","BG",45.836632,9.6631681,3187,"ISTITUTO CLINICO QUARENGHI SRL",154,TRUE,1,1
"CASA DI CURA B. L. PALAZZOLO - FONDAZIONE DON CARLO GNOCCHI ONLUS-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (IST. PALAZZOLO - POLIAMBULAT.)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST SANTI PAOLO E CARLO","MILANO","MI",45.4894283,9.1444404,2897,"IST. PALAZZOLO - POLIAMBULAT.",155,TRUE,1,1
"ISTITUTO CLINICO VILLA APRICA S.P.A.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO ISTITUTO CLINICO VILLA APRICA)","ATS DELL'INSUBRIA","ASST LARIANA","COMO","CO",45.82341,9.06081,3126,"POLIAMBULATORIO ISTITUTO CLINICO VILLA APRICA",158,TRUE,1,1
"AMBULATORI OSPEDALE DEI BAMBINI P.LE SPEDALI CIVILI 1","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.5555629,10.2323381,166,"AMBULATORI OSPEDALE DEI BAMBINI P.LE SPEDALI CIVILI 1",159,TRUE,1,1
"OSPEDALE ARNABOLDI - BRONI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB OSP. BRONI)","ATS DI PAVIA","ASST DI PAVIA","BRONI","PV",45.0690889,9.2675737,3445,"POLIAMB OSP. BRONI",161,TRUE,1,1
"STRUTTURA RICOVERO E CURA  DI SONDRIO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP. SONDRIO)","ATS DELLA MONTAGNA","ASST DELLA VALTELLINA E DELL'ALTO LARIO","SONDRIO","SO",46.17035285,9.8940673,3201,"POLIAMBULATORIO OSP. SONDRIO",162,TRUE,1,1
"CENTRO MEDICO DI LUMEZZANE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO IRCCS LUMEZZANE)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","LUMEZZANE","BS",45.65203,10.25165,3325,"POLIAMBULATORIO IRCCS LUMEZZANE",164,TRUE,1,1
"ISTITUTO AUXOLOGICO ITALIANO - IRCCS SAN LUCA (STAB)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CENTRO AUXOLOGICO-OSP. S.LUCA)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST SANTI PAOLO E CARLO","MILANO","MI",45.4725806,9.1455053,2891,"CENTRO AUXOLOGICO-OSP. S.LUCA",165,TRUE,1,1
"PRESIDIO OSPEDALIERO DI LODI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSP. MAGGIORE LODI AMBUL.DIAGN)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST DI LODI","LODI","LO",45.31551,9.51035,2838,"OSP. MAGGIORE LODI AMBUL.DIAGN",167,TRUE,1,1
"PO ASOLA E BOZZOLO (STAB ASOLA)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO - OSP.ASOLA)","ATS DELLA VAL PADANA","ASST DI MANTOVA","ASOLA","MN",45.2237223,10.4120074,3219,"POLIAMBULATORIO - OSP.ASOLA",168,TRUE,1,1
"POLICLINICO ""SAN MATTEO""-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (IRCCS POLICLINICO S.MATTEO)","ATS DI PAVIA","ASST DI PAVIA","PAVIA","PV",45.19614,9.14897,2844,"IRCCS POLICLINICO S.MATTEO",169,TRUE,1,1
"PRESIDIO DI CREMA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI CREMA)","ATS DELLA VAL PADANA","ASST DI CREMA","CREMA","CR",45.3545957,9.6804547,3222,"POLIAMBULATORIO DI CREMA",170,TRUE,1,1
"OSPEDALE DI VALLE CAMONICA - STABILIMENTO DI ESINE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE ESINE)","ATS DELLA MONTAGNA","ASST DELLA VALCAMONICA","ESINE","BS",45.92715,10.24138,3277,"POLIAMBULATORIO OSPEDALE ESINE",173,TRUE,1,1
"CENTRO MEDICO DI MONTESCANO-RIABILITAZIONE SPECIALISTICA-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. IRCCS MONTESCANO)","ATS DI PAVIA","ASST DI PAVIA","MONTESCANO","PV",45.03257,9.28457,3409,"POLIAMB. IRCCS MONTESCANO",174,TRUE,1,1
"PRESIDIO DI VARESE (OSP DI CIRCOLO VARESE)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP. MACCHI-VA)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","VARESE","VA",45.808,8.83731,2901,"POLIAMBULATORIO OSP. MACCHI-VA",175,TRUE,1,1
"PRESIDIO OSPEDALIERO ""OSPEDALE DI CIRCOLO"" DI BUSTO ARSIZIO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB.DIV.BUSTO A.)","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","BUSTO ARSIZIO","VA",45.62347809,8.84665176,2986,"POLIAMB.DIV.BUSTO A.",177,TRUE,1,1
"PO DI ISEO (UNICO PO CON STAB PALAZZOLO)-POLIAMBULATORIO-1 (POLIAMBULATORIO DI ISEO)","ATS DI BRESCIA","ASST DELLA FRANCIACORTA","ISEO","BS",45.66284,10.05144,169,"POLIAMBULATORIO DI ISEO",179,TRUE,1,1
